task,source_layer,target_rank,downstream_layer,distance,metric,clean_value,intervened_value,delta,abs_delta
mnli,1,2,4,3,mean_pairwise_cosine,0.5772066349163651,0.9788904301822186,0.4016837952658534,0.4016837952658534
mnli,1,2,4,3,attention_entropy,1.8903314229100943,3.4543067403137684,1.5639753174036741,1.5639753174036741
mnli,1,2,5,4,effective_rank,26.054091453552246,1.7407407127320766,-24.31335074082017,24.31335074082017
mnli,1,2,5,4,stable_rank,2.025052260607481,1.0175355784595013,-1.0075166821479797,1.0075166821479797
mnli,1,2,5,4,mean_pairwise_cosine,0.4907105159945786,0.9827944645658135,0.49208394857123494,0.49208394857123494
mnli,1,2,5,4,attention_entropy,2.2227202150970697,3.4537850730121136,1.2310648579150438,1.2310648579150438
mnli,1,4,2,1,effective_rank,30.56229168176651,5.789158567786217,-24.773133113980293,24.773133113980293
mnli,1,4,2,1,stable_rank,2.3010527305305004,1.1850615590810776,-1.1159911714494228,1.1159911714494228
mnli,1,4,2,1,mean_pairwise_cosine,0.4070437513291836,0.8433352885767817,0.43629153724759817,0.43629153724759817
mnli,1,4,2,1,attention_entropy,1.8422442730516195,3.239884067326784,1.3976397942751646,1.3976397942751646
mnli,1,4,3,2,effective_rank,28.657424822449684,4.993999030441046,-23.66342579200864,23.66342579200864
mnli,1,4,3,2,stable_rank,1.8207066170871258,1.1008495893329382,-0.7198570277541876,0.7198570277541876
mnli,1,4,3,2,mean_pairwise_cosine,0.5084060691297054,0.9039364913478494,0.39553042221814394,0.39553042221814394
mnli,1,4,3,2,attention_entropy,1.3854670207947493,3.2168330140411854,1.8313659932464361,1.8313659932464361
mnli,1,4,4,3,effective_rank,24.86084695160389,4.049316808581352,-20.811530143022537,20.811530143022537
mnli,1,4,4,3,stable_rank,1.5013745203614235,1.0576155744493008,-0.4437589459121227,0.4437589459121227
mnli,1,4,4,3,mean_pairwise_cosine,0.5772066349163651,0.9420926133170724,0.36488597840070724,0.36488597840070724
mnli,1,4,4,3,attention_entropy,1.8903314229100943,3.2801125198602676,1.3897810969501734,1.3897810969501734
mnli,1,4,5,4,effective_rank,26.054091453552246,3.6943347677588463,-22.3597566857934,22.3597566857934
mnli,1,4,5,4,stable_rank,2.025052260607481,1.054969634860754,-0.970082625746727,0.970082625746727
mnli,1,4,5,4,mean_pairwise_cosine,0.4907105159945786,0.9484014678746462,0.4576909518800676,0.4576909518800676
mnli,1,4,5,4,attention_entropy,2.2227202150970697,3.330008715391159,1.1072885002940893,1.1072885002940893
mnli,1,8,2,1,effective_rank,30.56229168176651,12.25000511109829,-18.31228657066822,18.31228657066822
mnli,1,8,2,1,stable_rank,2.3010527305305004,1.389959704130888,-0.9110930263996124,0.9110930263996124
mnli,1,8,2,1,mean_pairwise_cosine,0.4070437513291836,0.7161754942499101,0.30913174292072654,0.30913174292072654
mnli,1,8,2,1,attention_entropy,1.8422442730516195,2.92669091001153,1.0844466369599104,1.0844466369599104
mnli,1,8,3,2,effective_rank,28.657424822449684,10.972734488546848,-17.684690333902836,17.684690333902836
mnli,1,8,3,2,stable_rank,1.8207066170871258,1.224964715540409,-0.5957419015467167,0.5957419015467167
mnli,1,8,3,2,mean_pairwise_cosine,0.5084060691297054,0.8075797073543072,0.29917363822460175,0.29917363822460175
mnli,1,8,3,2,attention_entropy,1.3854670207947493,2.790831319987774,1.4053642991930246,1.4053642991930246
mnli,1,8,4,3,effective_rank,24.86084695160389,8.856247566640377,-16.004599384963512,16.004599384963512
mnli,1,8,4,3,stable_rank,1.5013745203614235,1.1262700762599707,-0.3751044441014528,0.3751044441014528
mnli,1,8,4,3,mean_pairwise_cosine,0.5772066349163651,0.8750508623197675,0.29784422740340233,0.29784422740340233
mnli,1,8,4,3,attention_entropy,1.8903314229100943,2.9780197758227587,1.0876883529126644,1.0876883529126644
mnli,1,8,5,4,effective_rank,26.054091453552246,8.212402306497097,-17.84168914705515,17.84168914705515
mnli,1,8,5,4,stable_rank,2.025052260607481,1.1485981699079275,-0.8764540906995535,0.8764540906995535
mnli,1,8,5,4,mean_pairwise_cosine,0.4907105159945786,0.8788207983598113,0.3881102823652327,0.3881102823652327
mnli,1,8,5,4,attention_entropy,2.2227202150970697,3.0874184127897024,0.8646981976926327,0.8646981976926327
mnli,1,16,2,1,effective_rank,30.56229168176651,20.60053177177906,-9.96175990998745,9.96175990998745
mnli,1,16,2,1,stable_rank,2.3010527305305004,1.7915529198944569,-0.5094998106360435,0.5094998106360435
mnli,1,16,2,1,mean_pairwise_cosine,0.4070437513291836,0.5472439113073051,0.14020015997812152,0.14020015997812152
mnli,1,16,2,1,attention_entropy,1.8422442730516195,2.344887439161539,0.5026431661099195,0.5026431661099195
mnli,1,16,3,2,effective_rank,28.657424822449684,19.42945221066475,-9.227972611784935,9.227972611784935
mnli,1,16,3,2,stable_rank,1.8207066170871258,1.484420308843255,-0.33628630824387074,0.33628630824387074
mnli,1,16,3,2,mean_pairwise_cosine,0.5084060691297054,0.6505771242082119,0.14217105507850647,0.14217105507850647
mnli,1,16,3,2,attention_entropy,1.3854670207947493,2.02947480045259,0.6440077796578407,0.6440077796578407
mnli,1,16,4,3,effective_rank,24.86084695160389,16.691751554608345,-8.169095396995544,8.169095396995544
mnli,1,16,4,3,stable_rank,1.5013745203614235,1.295182904228568,-0.20619161613285542,0.20619161613285542
mnli,1,16,4,3,mean_pairwise_cosine,0.5772066349163651,0.7285582469776273,0.15135161206126213,0.15135161206126213
mnli,1,16,4,3,attention_entropy,1.8903314229100943,2.4455794859677553,0.5552480630576611,0.5552480630576611
mnli,1,16,5,4,effective_rank,26.054091453552246,16.36080002784729,-9.693291425704956,9.693291425704956
mnli,1,16,5,4,stable_rank,2.025052260607481,1.4767874982208014,-0.5482647623866796,0.5482647623866796
mnli,1,16,5,4,mean_pairwise_cosine,0.4907105159945786,0.7018657010048628,0.21115518501028419,0.21115518501028419
mnli,1,16,5,4,attention_entropy,2.2227202150970697,2.7282993644475937,0.505579149350524,0.505579149350524
mnli,1,32,2,1,effective_rank,30.56229168176651,28.12619186937809,-2.43609981238842,2.43609981238842
mnli,1,32,2,1,stable_rank,2.3010527305305004,2.241864413022995,-0.05918831750750542,0.05918831750750542
mnli,1,32,2,1,mean_pairwise_cosine,0.4070437513291836,0.41829703701660037,0.011253285687416792,0.011253285687416792
mnli,1,32,2,1,attention_entropy,1.8422442730516195,1.830780629068613,-0.011463643983006477,0.011463643983006477
mnli,1,32,3,2,effective_rank,28.657424822449684,26.948316752910614,-1.7091080695390701,1.7091080695390701
mnli,1,32,3,2,stable_rank,1.8207066170871258,1.775301855057478,-0.04540476202964783,0.04540476202964783
mnli,1,32,3,2,mean_pairwise_cosine,0.5084060691297054,0.5214520166628063,0.013045947533100843,0.013045947533100843
mnli,1,32,3,2,attention_entropy,1.3854670207947493,1.4390692319720984,0.05360221117734909,0.05360221117734909
mnli,1,32,4,3,effective_rank,24.86084695160389,23.594294399023056,-1.2665525525808334,1.2665525525808334
mnli,1,32,4,3,stable_rank,1.5013745203614235,1.4816453233361244,-0.019729197025299072,0.019729197025299072
mnli,1,32,4,3,mean_pairwise_cosine,0.5772066349163651,0.5911773471161723,0.013970712199807167,0.013970712199807167
mnli,1,32,4,3,attention_entropy,1.8903314229100943,1.9532860945910215,0.06295467168092728,0.06295467168092728
mnli,1,32,5,4,effective_rank,26.054091453552246,24.683059230446815,-1.3710322231054306,1.3710322231054306
mnli,1,32,5,4,stable_rank,2.025052260607481,1.949628448113799,-0.07542381249368191,0.07542381249368191
mnli,1,32,5,4,mean_pairwise_cosine,0.4907105159945786,0.5118662384338677,0.021155722439289093,0.021155722439289093
mnli,1,32,5,4,attention_entropy,2.2227202150970697,2.2777653504163027,0.05504513531923294,0.05504513531923294
mnli,2,1,3,1,effective_rank,28.657424822449684,1.2505550775676966,-27.406869744881988,27.406869744881988
mnli,2,1,3,1,stable_rank,1.8207066170871258,1.0027588680386543,-0.8179477490484715,0.8179477490484715
mnli,2,1,3,1,mean_pairwise_cosine,0.5084060691297054,0.9969816897064447,0.4885756205767393,0.4885756205767393
mnli,2,1,3,1,attention_entropy,1.3854670207947493,3.541014641523361,2.155547620728612,2.155547620728612
mnli,2,1,4,2,effective_rank,24.86084695160389,1.181020962074399,-23.67982598952949,23.67982598952949
mnli,2,1,4,2,stable_rank,1.5013745203614235,1.0011614188551903,-0.5002131015062332,0.5002131015062332
mnli,2,1,4,2,mean_pairwise_cosine,0.5772066349163651,0.9986315341666341,0.42142489925026894,0.42142489925026894
mnli,2,1,4,2,attention_entropy,1.8903314229100943,3.5442992225289345,1.6539677996188402,1.6539677996188402
mnli,2,1,5,3,effective_rank,26.054091453552246,1.1587173528969288,-24.895374100655317,24.895374100655317
mnli,2,1,5,3,stable_rank,2.025052260607481,1.0009509678930044,-1.0241012927144766,1.0241012927144766
mnli,2,1,5,3,mean_pairwise_cosine,0.4907105159945786,0.9991398165002465,0.5084293005056679,0.5084293005056679
mnli,2,1,5,3,attention_entropy,2.2227202150970697,3.5316211134195328,1.308900898322463,1.308900898322463
mnli,2,2,3,1,effective_rank,28.657424822449684,2.2955862171947956,-26.36183860525489,26.36183860525489
mnli,2,2,3,1,stable_rank,1.8207066170871258,1.052739629521966,-0.7679669875651598,0.7679669875651598
mnli,2,2,3,1,mean_pairwise_cosine,0.5084060691297054,0.9464530656114221,0.43804699648171663,0.43804699648171663
mnli,2,2,3,1,attention_entropy,1.3854670207947493,3.4056367203593254,2.020169699564576,2.020169699564576
mnli,2,2,4,2,effective_rank,24.86084695160389,2.066725531592965,-22.794121420010924,22.794121420010924
mnli,2,2,4,2,stable_rank,1.5013745203614235,1.033102748915553,-0.4682717714458704,0.4682717714458704
mnli,2,2,4,2,mean_pairwise_cosine,0.5772066349163651,0.9638481875881553,0.3866415526717901,0.3866415526717901
mnli,2,2,4,2,attention_entropy,1.8903314229100943,3.429387867450714,1.5390564445406199,1.5390564445406199
mnli,2,2,5,3,effective_rank,26.054091453552246,2.0322037916630507,-24.021887661889195,24.021887661889195
mnli,2,2,5,3,stable_rank,2.025052260607481,1.037205396220088,-0.987846864387393,0.987846864387393
mnli,2,2,5,3,mean_pairwise_cosine,0.4907105159945786,0.9665937563404441,0.4758832403458655,0.4758832403458655
mnli,2,2,5,3,attention_entropy,2.2227202150970697,3.434725660830736,1.2120054457336664,1.2120054457336664
mnli,2,4,3,1,effective_rank,28.657424822449684,5.31305268406868,-23.344372138381004,23.344372138381004
mnli,2,4,3,1,stable_rank,1.8207066170871258,1.1345031261444092,-0.6862034909427166,0.6862034909427166
mnli,2,4,3,1,mean_pairwise_cosine,0.5084060691297054,0.875195998698473,0.36678992956876755,0.36678992956876755
mnli,2,4,3,1,attention_entropy,1.3854670207947493,3.1599907614290714,1.7745237406343222,1.7745237406343222
mnli,2,4,4,2,effective_rank,24.86084695160389,4.520647663623095,-20.340199287980795,20.340199287980795
mnli,2,4,4,2,stable_rank,1.5013745203614235,1.0807314608246088,-0.4206430595368147,0.4206430595368147
mnli,2,4,4,2,mean_pairwise_cosine,0.5772066349163651,0.9180827606469393,0.34087612573057413,0.34087612573057413
mnli,2,4,4,2,attention_entropy,1.8903314229100943,3.259769555181265,1.3694381322711706,1.3694381322711706
mnli,2,4,5,3,effective_rank,26.054091453552246,4.374212093651295,-21.67987935990095,21.67987935990095
mnli,2,4,5,3,stable_rank,2.025052260607481,1.0941682681441307,-0.9308839924633503,0.9308839924633503
mnli,2,4,5,3,mean_pairwise_cosine,0.4907105159945786,0.9180322689935565,0.4273217529989779,0.4273217529989779
mnli,2,4,5,3,attention_entropy,2.2227202150970697,3.2796423751860857,1.056922160089016,1.056922160089016
mnli,2,8,3,1,effective_rank,28.657424822449684,11.204690150916576,-17.452734671533108,17.452734671533108
mnli,2,8,3,1,stable_rank,1.8207066170871258,1.263652604073286,-0.5570540130138397,0.5570540130138397
mnli,2,8,3,1,mean_pairwise_cosine,0.5084060691297054,0.7808358585461974,0.272429789416492,0.272429789416492
mnli,2,8,3,1,attention_entropy,1.3854670207947493,2.7825298625975847,1.3970628418028355,1.3970628418028355
mnli,2,8,4,2,effective_rank,24.86084695160389,9.384102284908295,-15.476744666695595,15.476744666695595
mnli,2,8,4,2,stable_rank,1.5013745203614235,1.1529032718390226,-0.34847124852240086,0.34847124852240086
mnli,2,8,4,2,mean_pairwise_cosine,0.5772066349163651,0.854645287618041,0.2774386527016759,0.2774386527016759
mnli,2,8,4,2,attention_entropy,1.8903314229100943,3.0389635413885117,1.1486321184784174,1.1486321184784174
mnli,2,8,5,3,effective_rank,26.054091453552246,8.886151477694511,-17.167939975857735,17.167939975857735
mnli,2,8,5,3,stable_rank,2.025052260607481,1.1785947531461716,-0.8464575074613094,0.8464575074613094
mnli,2,8,5,3,mean_pairwise_cosine,0.4907105159945786,0.8546908600255847,0.3639803440310061,0.3639803440310061
mnli,2,8,5,3,attention_entropy,2.2227202150970697,3.1043520998209715,0.8816318847239017,0.8816318847239017
mnli,2,16,3,1,effective_rank,28.657424822449684,18.83031964302063,-9.827105179429054,9.827105179429054
mnli,2,16,3,1,stable_rank,1.8207066170871258,1.4948107693344355,-0.3258958477526903,0.3258958477526903
mnli,2,16,3,1,mean_pairwise_cosine,0.5084060691297054,0.6458994001150131,0.1374933309853077,0.1374933309853077
mnli,2,16,3,1,attention_entropy,1.3854670207947493,2.1427284069359303,0.757261386141181,0.757261386141181
mnli,2,16,4,2,effective_rank,24.86084695160389,16.379551991820335,-8.481294959783554,8.481294959783554
mnli,2,16,4,2,stable_rank,1.5013745203614235,1.3002514820545912,-0.2011230383068323,0.2011230383068323
mnli,2,16,4,2,mean_pairwise_cosine,0.5772066349163651,0.7257412355393171,0.14853460062295198,0.14853460062295198
mnli,2,16,4,2,attention_entropy,1.8903314229100943,2.563138172030449,0.6728067491203547,0.6728067491203547
mnli,2,16,5,3,effective_rank,26.054091453552246,16.301907420158386,-9.75218403339386,9.75218403339386
mnli,2,16,5,3,stable_rank,2.025052260607481,1.4780941549688578,-0.5469581056386232,0.5469581056386232
mnli,2,16,5,3,mean_pairwise_cosine,0.4907105159945786,0.6981258727610111,0.20741535676643252,0.20741535676643252
mnli,2,16,5,3,attention_entropy,2.2227202150970697,2.7007454931735992,0.4780252780765295,0.4780252780765295
mnli,2,32,3,1,effective_rank,28.657424822449684,26.085316330194473,-2.572108492255211,2.572108492255211
mnli,2,32,3,1,stable_rank,1.8207066170871258,1.7589613366872072,-0.061745280399918556,0.061745280399918556
mnli,2,32,3,1,mean_pairwise_cosine,0.5084060691297054,0.5277998726814985,0.0193938035517931,0.0193938035517931
mnli,2,32,3,1,attention_entropy,1.3854670207947493,1.4535483550280333,0.068081334233284,0.068081334233284
mnli,2,32,4,2,effective_rank,24.86084695160389,22.951141878962517,-1.9097050726413727,1.9097050726413727
mnli,2,32,4,2,stable_rank,1.5013745203614235,1.4677922874689102,-0.033582232892513275,0.033582232892513275
mnli,2,32,4,2,mean_pairwise_cosine,0.5772066349163651,0.5974759832024574,0.02026934828609228,0.02026934828609228
mnli,2,32,4,2,attention_entropy,1.8903314229100943,1.9464733991771936,0.05614197626709938,0.05614197626709938
mnli,2,32,5,3,effective_rank,26.054091453552246,24.1603052765131,-1.8937861770391464,1.8937861770391464
mnli,2,32,5,3,stable_rank,2.025052260607481,1.9400837942957878,-0.08496846631169319,0.08496846631169319
mnli,2,32,5,3,mean_pairwise_cosine,0.4907105159945786,0.5154397459700704,0.024729229975491762,0.024729229975491762
mnli,2,32,5,3,attention_entropy,2.2227202150970697,2.2811040803790092,0.05838386528193951,0.05838386528193951
mnli,3,1,4,1,effective_rank,24.86084695160389,1.2764231245964766,-23.584423827007413,23.584423827007413
mnli,3,1,4,1,stable_rank,1.5013745203614235,1.0037148240953684,-0.4976596962660551,0.4976596962660551
mnli,3,1,4,1,mean_pairwise_cosine,0.5772066349163651,0.9933049818500876,0.4160983469337225,0.4160983469337225
mnli,3,1,4,1,attention_entropy,1.8903314229100943,3.5261003375053406,1.6357689145952463,1.6357689145952463
mnli,3,1,5,2,effective_rank,26.054091453552246,1.3333887290209532,-24.720702724531293,24.720702724531293
mnli,3,1,5,2,stable_rank,2.025052260607481,1.0104965846985579,-1.0145556759089231,1.0145556759089231
mnli,3,1,5,2,mean_pairwise_cosine,0.4907105159945786,0.9944978151470423,0.5037872991524637,0.5037872991524637
mnli,3,1,5,2,attention_entropy,2.2227202150970697,3.105998346582055,0.8832781314849854,0.8832781314849854
mnli,3,2,4,1,effective_rank,24.86084695160389,2.307361463084817,-22.553485488519073,22.553485488519073
mnli,3,2,4,1,stable_rank,1.5013745203614235,1.0584441293030977,-0.44293039105832577,0.44293039105832577
mnli,3,2,4,1,mean_pairwise_cosine,0.5772066349163651,0.936869191005826,0.35966255608946085,0.35966255608946085
mnli,3,2,4,1,attention_entropy,1.8903314229100943,3.364554811269045,1.4742233883589506,1.4742233883589506
mnli,3,2,5,2,effective_rank,26.054091453552246,2.414934506639838,-23.639156946912408,23.639156946912408
mnli,3,2,5,2,stable_rank,2.025052260607481,1.0808296781033278,-0.9442225825041533,0.9442225825041533
mnli,3,2,5,2,mean_pairwise_cosine,0.4907105159945786,0.9324991786852479,0.4417886626906693,0.4417886626906693
mnli,3,2,5,2,attention_entropy,2.2227202150970697,2.985265925526619,0.7625457104295492,0.7625457104295492
mnli,3,4,4,1,effective_rank,24.86084695160389,4.874385442584753,-19.986461509019136,19.986461509019136
mnli,3,4,4,1,stable_rank,1.5013745203614235,1.1277944836765528,-0.3735800366848707,0.3735800366848707
mnli,3,4,4,1,mean_pairwise_cosine,0.5772066349163651,0.8744211150333285,0.2972144801169634,0.2972144801169634
mnli,3,4,4,1,attention_entropy,1.8903314229100943,3.1807203367352486,1.2903889138251543,1.2903889138251543
mnli,3,4,5,2,effective_rank,26.054091453552246,4.951284259557724,-21.102807193994522,21.102807193994522
mnli,3,4,5,2,stable_rank,2.025052260607481,1.1513242460787296,-0.8737280145287514,0.8737280145287514
mnli,3,4,5,2,mean_pairwise_cosine,0.4907105159945786,0.8738754289224744,0.3831649129278958,0.3831649129278958
mnli,3,4,5,2,attention_entropy,2.2227202150970697,2.8488147724419832,0.6260945573449135,0.6260945573449135
mnli,3,8,4,1,effective_rank,24.86084695160389,9.645756363868713,-15.215090587735176,15.215090587735176
mnli,3,8,4,1,stable_rank,1.5013745203614235,1.2153481394052505,-0.28602638095617294,0.28602638095617294
mnli,3,8,4,1,mean_pairwise_cosine,0.5772066349163651,0.8006652491167188,0.22345861420035362,0.22345861420035362
mnli,3,8,4,1,attention_entropy,1.8903314229100943,3.0058324486017227,1.1155010256916285,1.1155010256916285
mnli,3,8,5,2,effective_rank,26.054091453552246,10.171380117535591,-15.882711336016655,15.882711336016655
mnli,3,8,5,2,stable_rank,2.025052260607481,1.2874059081077576,-0.7376463524997234,0.7376463524997234
mnli,3,8,5,2,mean_pairwise_cosine,0.4907105159945786,0.7845032997429371,0.2937927837483585,0.2937927837483585
mnli,3,8,5,2,attention_entropy,2.2227202150970697,2.5400702226907015,0.31735000759363174,0.31735000759363174
mnli,3,16,4,1,effective_rank,24.86084695160389,15.691361770033836,-9.169485181570053,9.169485181570053
mnli,3,16,4,1,stable_rank,1.5013745203614235,1.331611705943942,-0.16976281441748142,0.16976281441748142
mnli,3,16,4,1,mean_pairwise_cosine,0.5772066349163651,0.705770124681294,0.12856348976492882,0.12856348976492882
mnli,3,16,4,1,attention_entropy,1.8903314229100943,2.7549559641629457,0.8646245412528515,0.8646245412528515
mnli,3,16,5,2,effective_rank,26.054091453552246,17.171847239136696,-8.88224421441555,8.88224421441555
mnli,3,16,5,2,stable_rank,2.025052260607481,1.5738299489021301,-0.4512223117053509,0.4512223117053509
mnli,3,16,5,2,mean_pairwise_cosine,0.4907105159945786,0.6451359195634723,0.15442540356889367,0.15442540356889367
mnli,3,16,5,2,attention_entropy,2.2227202150970697,2.1897865142673254,-0.03293370082974434,0.03293370082974434
mnli,3,32,4,1,effective_rank,24.86084695160389,21.794503942131996,-3.0663430094718933,3.0663430094718933
mnli,3,32,4,1,stable_rank,1.5013745203614235,1.4498314689844847,-0.05154305137693882,0.05154305137693882
mnli,3,32,4,1,mean_pairwise_cosine,0.5772066349163651,0.6130964932963252,0.03588985837996006,0.03588985837996006
mnli,3,32,4,1,attention_entropy,1.8903314229100943,2.260343234986067,0.37001181207597256,0.37001181207597256
mnli,3,32,5,2,effective_rank,26.054091453552246,23.376459568738937,-2.6776318848133087,2.6776318848133087
mnli,3,32,5,2,stable_rank,2.025052260607481,1.893317349255085,-0.131734911352396,0.131734911352396
mnli,3,32,5,2,mean_pairwise_cosine,0.4907105159945786,0.5285557848401368,0.037845268845558167,0.037845268845558167
mnli,3,32,5,2,attention_entropy,2.2227202150970697,2.1689877156168222,-0.0537324994802475,0.0537324994802475
mnli,4,1,5,1,effective_rank,26.054091453552246,1.7357556968927383,-24.318335756659508,24.318335756659508
mnli,4,1,5,1,stable_rank,2.025052260607481,1.0545872319489717,-0.9704650286585093,0.9704650286585093
mnli,4,1,5,1,mean_pairwise_cosine,0.4907105159945786,0.968592100776732,0.47788158478215337,0.47788158478215337
mnli,4,1,5,1,attention_entropy,2.2227202150970697,3.0256598480045795,0.8029396329075098,0.8029396329075098
mnli,4,2,5,1,effective_rank,26.054091453552246,2.9248734787106514,-23.129217974841595,23.129217974841595
mnli,4,2,5,1,stable_rank,2.025052260607481,1.1457018870860338,-0.8793503735214472,0.8793503735214472
mnli,4,2,5,1,mean_pairwise_cosine,0.4907105159945786,0.8839091714471579,0.39319865545257926,0.39319865545257926
mnli,4,2,5,1,attention_entropy,2.2227202150970697,2.9909163303673267,0.768196115270257,0.768196115270257
mnli,4,4,5,1,effective_rank,26.054091453552246,5.472823344171047,-20.5812681093812,20.5812681093812
mnli,4,4,5,1,stable_rank,2.025052260607481,1.2410442866384983,-0.7840079739689827,0.7840079739689827
mnli,4,4,5,1,mean_pairwise_cosine,0.4907105159945786,0.8063088208436966,0.315598304849118,0.315598304849118
mnli,4,4,5,1,attention_entropy,2.2227202150970697,2.9491273909807205,0.7264071758836508,0.7264071758836508
mnli,4,8,5,1,effective_rank,26.054091453552246,9.85863108932972,-16.195460364222527,16.195460364222527
mnli,4,8,5,1,stable_rank,2.025052260607481,1.3546630553901196,-0.6703892052173615,0.6703892052173615
mnli,4,8,5,1,mean_pairwise_cosine,0.4907105159945786,0.7282457072287798,0.2375351912342012,0.2375351912342012
mnli,4,8,5,1,attention_entropy,2.2227202150970697,2.903537603095174,0.6808173879981041,0.6808173879981041
mnli,4,16,5,1,effective_rank,26.054091453552246,15.887970805168152,-10.166120648384094,10.166120648384094
mnli,4,16,5,1,stable_rank,2.025052260607481,1.543248599395156,-0.4818036612123251,0.4818036612123251
mnli,4,16,5,1,mean_pairwise_cosine,0.4907105159945786,0.6395499631762505,0.14883944718167186,0.14883944718167186
mnli,4,16,5,1,attention_entropy,2.2227202150970697,2.783590318635106,0.5608701035380363,0.5608701035380363
mnli,4,32,5,1,effective_rank,26.054091453552246,22.38401821255684,-3.670073240995407,3.670073240995407
mnli,4,32,5,1,stable_rank,2.025052260607481,1.8221766874194145,-0.20287557318806648,0.20287557318806648
mnli,4,32,5,1,mean_pairwise_cosine,0.4907105159945786,0.5453635491430759,0.05465303314849734,0.05465303314849734
mnli,4,32,5,1,attention_entropy,2.2227202150970697,2.5116399079561234,0.2889196928590536,0.2889196928590536
conll2003,0,1,1,1,effective_rank,17.265850637108088,1.2376221716403961,-16.02822846546769,16.02822846546769
conll2003,0,1,1,1,stable_rank,2.944278821349144,1.0036162324249744,-1.9406625889241695,1.9406625889241695
conll2003,0,1,1,1,mean_pairwise_cosine,0.269447281723842,0.9958976665511727,0.7264503848273307,0.7264503848273307
conll2003,0,1,1,1,attention_entropy,1.4218412637710571,2.6134506054222584,1.1916093416512012,1.1916093416512012
conll2003,0,1,2,2,effective_rank,16.522749196738005,1.1609070841223001,-15.361842112615705,15.361842112615705
conll2003,0,1,2,2,stable_rank,2.207484096288681,1.0017894823104143,-1.2056946139782667,1.2056946139782667
conll2003,0,1,2,2,mean_pairwise_cosine,0.3734480822458863,0.9979515383020043,0.624503456056118,0.624503456056118
conll2003,0,1,2,2,attention_entropy,1.347696307580918,2.682684386149049,1.3349880785681307,1.3349880785681307
conll2003,0,1,3,3,effective_rank,15.551035828888416,1.1200904417783022,-14.430945387110114,14.430945387110114
conll2003,0,1,3,3,stable_rank,1.7780611794441938,1.0011974480003119,-0.776863731443882,0.776863731443882
conll2003,0,1,3,3,mean_pairwise_cosine,0.45738172018900514,0.9984213057905436,0.5410395856015384,0.5410395856015384
conll2003,0,1,3,3,attention_entropy,1.0155574441887438,2.679319018498063,1.6637615743093193,1.6637615743093193
conll2003,0,1,4,4,effective_rank,13.618370953947306,1.1054855287075043,-12.512885425239801,12.512885425239801
conll2003,0,1,4,4,stable_rank,1.5088715218007565,1.0014207120984793,-0.5074508097022772,0.5074508097022772
conll2003,0,1,4,4,mean_pairwise_cosine,0.5106645291671157,0.9951150873675942,0.48445055820047855,0.48445055820047855
conll2003,0,1,4,4,attention_entropy,1.3059460259974003,2.68131729029119,1.3753712642937899,1.3753712642937899
conll2003,0,1,5,5,effective_rank,14.392296604812145,1.1248344387859106,-13.267462166026235,13.267462166026235
conll2003,0,1,5,5,stable_rank,2.046688152477145,1.0058347713202238,-1.0408533811569214,1.0408533811569214
conll2003,0,1,5,5,mean_pairwise_cosine,0.42789528891444206,0.9936271114274859,0.5657318225130439,0.5657318225130439
conll2003,0,1,5,5,attention_entropy,1.5248382221907377,2.648633886128664,1.1237956639379263,1.1237956639379263
conll2003,0,2,1,1,effective_rank,17.265850637108088,2.5033376459032297,-14.762512991204858,14.762512991204858
conll2003,0,2,1,1,stable_rank,2.944278821349144,1.1587493401020765,-1.7855294812470675,1.7855294812470675
conll2003,0,2,1,1,mean_pairwise_cosine,0.269447281723842,0.8602256551384926,0.5907783734146506,0.5907783734146506
conll2003,0,2,1,1,attention_entropy,1.4218412637710571,2.4852133840322495,1.0633721202611923,1.0633721202611923
conll2003,0,2,2,2,effective_rank,16.522749196738005,2.2313498333096504,-14.291399363428354,14.291399363428354
conll2003,0,2,2,2,stable_rank,2.207484096288681,1.0870651844888926,-1.1204189117997885,1.1204189117997885
conll2003,0,2,2,2,mean_pairwise_cosine,0.3734480822458863,0.9186632623896003,0.545215180143714,0.545215180143714
conll2003,0,2,2,2,attention_entropy,1.347696307580918,2.5757510736584663,1.2280547660775483,1.2280547660775483
conll2003,0,2,3,3,effective_rank,15.551035828888416,2.023089999333024,-13.527945829555392,13.527945829555392
conll2003,0,2,3,3,stable_rank,1.7780611794441938,1.062337040901184,-0.7157241385430098,0.7157241385430098
conll2003,0,2,3,3,mean_pairwise_cosine,0.45738172018900514,0.9437739346176386,0.48639221442863345,0.48639221442863345
conll2003,0,2,3,3,attention_entropy,1.0155574441887438,2.552739741280675,1.537182297091931,1.537182297091931
conll2003,0,2,4,4,effective_rank,13.618370953947306,1.7730237916111946,-11.845347162336111,11.845347162336111
conll2003,0,2,4,4,stable_rank,1.5088715218007565,1.032934071496129,-0.4759374503046274,0.4759374503046274
conll2003,0,2,4,4,mean_pairwise_cosine,0.5106645291671157,0.9560782918706536,0.44541376270353794,0.44541376270353794
conll2003,0,2,4,4,attention_entropy,1.3059460259974003,2.6144188791513443,1.308472853153944,1.308472853153944
conll2003,0,2,5,5,effective_rank,14.392296604812145,1.7333044856786728,-12.658992119133472,12.658992119133472
conll2003,0,2,5,5,stable_rank,2.046688152477145,1.0300182458013296,-1.0166699066758156,1.0166699066758156
conll2003,0,2,5,5,mean_pairwise_cosine,0.42789528891444206,0.9579336596652865,0.5300383707508445,0.5300383707508445
